SE-00001537,PR-00000697,Concordia Lutheran Kindergarten,Lutheran Church of Australia Queensland District,67- 69 Warwick Street  ,TOOWOOMBA,QLD,4350,07 4613 6392,07 3511 4051,concordia.kgt@qlecs.org.au,,50,8/07/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS
SE-00002071,PR-00000081,Crestmead Early Education Centre,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,2 Pine Grove Drive  ,CRESTMEAD,QLD,4132,3803 4444,3803 2222,crestmead@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,150,29/09/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000782,PR-00000703,Cunnamulla After School and Vacation Care,Churches of Christ In Queensland Churches of Christ Care,59 Stockyard St  ,CUNNAMULLA,QLD,4490,746558432,746551867,cunnamullaECC@cofcqld.com.au,,30,24/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000691,PR-40000066,Dixi's Early Learning Centre,Lakota (Queensland) Pty Ltd,3 Arlington Drive  ,ARANA HILLS,QLD,4054,07 3851 3577,3851 3760,aranahills@dixis.com.au, This service is approved to provide education and care to children from birth up to and including school children. This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,14/04/10,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001607,PR-00000526,Endeavour Family Day Care ,Family Day Care Association Queensland Inc,15 Charles Street  ,COOKTOWN,QLD,4895,07 4069 6032,07 4033 0506,endeavour@fdcaq.com.au,,0,6/09/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001581,PR-00000697,Faith Lutheran College Outside School Hours Care,Lutheran Church of Australia Queensland District,132 Link Rd  ,VICTORIA POINT,QLD,4165,07 3820 5236,07 3820 5225,rherbert@faithlutheran.qld.edu.au,,100,11/08/09,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00001898,PR-00000697,Faith Lutheran Community Kindergarten,Lutheran Church of Australia Queensland District,132 Link Road  ,VICTORIA POINT,QLD,4165,07 3207 6879,,naomi.faithkindy@bigpond.com, An approved alternative solution relating to Performance Criteria P9 Personal washing facilities SP5.4 – Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service.,44,9/02/11,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001353,PR-00000601,Gan Gani Kindergarten,Queensland Jewish Kindergarten Association Inc,691-695 Fig Tree Pocket Road  ,FIG TREE POCKET,QLD,4069,07 3378 9233,3878 5533,info@gangani.net.au,,25,16/05/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000854,PR-00000526,Gayndah Family Day Care,Family Day Care Association Queensland Inc,10 Meson Street   ,GAYNDAH,QLD,4625,07 4161 2799,07 4161 2711,gayndah@fdcaq.com.au,,0,24/10/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000850,PR-00000703,Gin Gin Family Day Care Scheme,Churches of Christ In Queensland Churches of Christ Care,Walker Street  ,GIN GIN,QLD,4671,07 4157 3776,07 4157 3779,ginginfdc@cofcqld.com.au,,0,1/07/10,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001943,PR-00000081,Glasshouse Mountains Early Education Centre & Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,2 Page Street   ,GLASSHOUSE MOUNTAINS,QLD,4518,5438 7311,,glasshouse@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,75,30/08/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001826,PR-00000771,Gold Coast Christian College OSHC,Seventh Day Adventist Schools (South Queensland) Limited,7/9 Bridgman Drive  ,REEDY CREEK,QLD,4227,55934571,55938538,gb_lawson@goldcoastcc.qld.edu.au, This service is approved to provide education and care to children over preschool age including school children.,30,29/07/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00013936,PR-00000697,Good Shepherd Lutheran College OSHC,Lutheran Church of Australia Queensland District,115 Eumundi Road  ,NOOSAVILLE,QLD,4566,07 5449 8600,07 5449 8086,oshc@gslc.qld.edu.au, - This service is approved to provide education and care to 45 children after school and during school holidays. This service is approved to provide education and care to children from over preschool age including school  children.,45,7/06/12,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS
SE-00001551,PR-00000697,Goodnews Lutheran OSHC,Lutheran Church of Australia Queensland District,49 Horizon Drive  ,MIDDLE PARK,QLD,4074,07 3376 4444,07 3279 4899,oshc@goodnews.qld.edu.au,,100,30/03/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000220,PR-00000697,Grace Creche and Kindergarten,Lutheran Church of Australia Queensland District,3 Meredith St  ,REDCLIFFE,QLD,4020,07 3284 7700,3883 3131,admin@gck.org.au;director@gck.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). The service is approved to provide education and care to children from birth up to and including school children,122,7/07/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001064,PR-00000697,Grace Outside School Hours Care,Lutheran Church of Australia Queensland District,Grace Lutheran Primary School  38 Maine Road,CLONTARF,QLD,4019,07 3284 2433,,goshc@bigpond.com, This service is approved to provide education and care to children from over preschool age including school children.,78,20/02/09,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS
SE-40000678,PR-00000703,Hawthorne Limited Hours Early Childhood Centre,Churches of Christ In Queensland Churches of Christ Care,28 Malcolm St  ,HAWTHORNE,QLD,4171,33996212,38999640,hawthornelhecc@cofcqld.com.au,,21,3/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000824,PR-00000703,Hervey Bay Family Day Care Scheme,Churches of Christ In Queensland Churches of Christ Care,37 Tavistock Street  ,TORQUAY,QLD,4655,07 4325 5000,4124 9483,hbfdc@cofcqld.com.au,,0,28/09/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000842,PR-00000526,Hinchinbrook Family Day Care Scheme,Family Day Care Association Queensland Inc,Office 1 2 Ann Street  ,Ingham,QLD,4850,07 4776 5235,4776 5115,hinchinbrook@fdcqld.org,,0,6/09/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000343,PR-00000081,Hyperdome Early Education Centre & Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,58 Commercial Drive  ,SHAILER PARK,QLD,4128,07 3801 3911,07 3801 5144,hyperdome@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,169,15/03/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
