SE-00001551,PR-00000697,OSHC,Goodnews Lutheran OSHC,Lutheran Church of Australia Queensland District,49 Horizon Drive  ,MIDDLE PARK,QLD,4074,07 3376 4444,07 3279 4899,oshc@goodnews.qld.edu.au,,100,3/30/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.goodnews.qld.edu.au/schoolweb/gnoshc.php,,"""BSC: $12.00 - $14.00, ASC: $16.00 - $18.00, VC: $42.00 - $48.00 + $15.00 excursion fee""","""BSC: 6:45 - 8:15am, ASC: 2:30 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,F
SE-00000052,PR-00001129,Child care,Goodstart Early Learning Jindalee,Goodstart Early Learning Ltd,100 Burrendah Road  ,JINDALEE,QLD,4074,07 3376 1173,3841 5211,jin@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,2/5/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.goodstart.org.au/centres/jindalee/overview,6 weeks -  5 years,"""6 weeks - 12 months: $85.70, 13 - 24 months: $83.30, 25 months - 5 years: $79.60""",6:00am - 6:00pm,T,F,F,,,F
SE-00000735,PR-00001129,Child care,Goodstart Early Learning Middle Park,Goodstart Early Learning Ltd,94 Horizon Drive  ,MIDDLE PARK,QLD,4074,07 3376 5866,,mid@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,11/30/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,http://www.goodstart.org.au/centres/middle-park/overview,6 weeks -  5 years,"""6 weeks - 24 months: $88.80, 25 months - 5 years: $79.00""",7:00am - 6:00pm,T,F,F,T,,F
SE-00001386,PR-00000382,School hours care,Jamboree Community Kindergarten Inc,Jamboree Community Kindergarten Inc,61 Beanland Street  ,JAMBOREE HEIGHTS,QLD,4074,07 3376 1556,3376 1105,jamboree.kindy@gmail.com,,50,7/1/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.jamboreekindy.com/,3.5 - 5.5 years,"""3.5 - 5.5 years: $695.00 per term + $50.00 parent roster fee (refundable) + $100.00 working bee levy + $10.00 waitlist fee""",8:30am - 2:40pm,F,F,F,,,F
SE-00001186,PR-00000146,OSHC,Jamboree Heights State School Outside School Hours Care,Jamboree Heights State School P&C Association,35 Beanland Street  ,JAMBOREE HEIGHTS,QLD,4074,07 37255645,07 3376 3675,jhoshc@bigpond.com, An approved alternative solution relating to Performance Criteria P18 Accessibility within MP5.4 of the Queensland Developmental Code (with a publication date of 16 November 2007) applies to this service,200,4/20/09,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,https://jambheigss.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,4 - 12 years,"""BSC: $10.00, ASC: $15.00, VC: $35.00 - $58.00""","""BSC: 6:30 - 9:00am, ASC: 3:00 - 6:30pm, VC: 6:30am - 6:30pm""",,,,,,F
SE-00000922,PR-00000255,OSHC,Jindalee School Age Care Program,Jindalee State School P&C Association,Jindalee State School  114 Burrendah Road,JINDALEE,QLD,4074,07 3279 2902,07 3376 1280,jindaleesacp@gmail.com, An approved alternate solution relating to Performance Criteria P18 Accessibility within SP5.4 Child Care Centres of the Queensland Developmental Code (with a publication date of 16 November 2007) applies to this servie,200,5/22/09,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://jindaleesacp.com.au/,5 - 12 years,"""BSC: $8.00, ASC: $12.00 - $15.00, VC: $34.00""","""BSC: 7:00 - 9:00am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, afternoon tea""",F,F,,,F
SE-00000962,PR-00000597,OSHC,Middle Park State School Outside School Hours Care,Middle Park State School P & C Association,Middle Park State School  Mcfarlane Street,MIDDLE PARK,QLD,4074,37155700,,oshc@middleparkschool.com,,150,2/22/10,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.mpsspnc.com/Outside-School-Hours-Care.html,5 - 12 years,"""BSC: $10.00 - $12.00, ASC: $15.00 - $19.00, VC: $36.00""","""BSC: 6:45 - 8:30am, ASC: 3:00 - 6:00pm, VC: 6:45am - 6:00pm""","""Afternoon tea""",F,F,,,F
SE-00000076,PR-00000304,"Child care, OSHC",Riverhills Child Care Centre & Kindergarten,Riverhills Care Pty Limited,20 Bogong Street  ,RIVERHILLS,QLD,4074,07 3376 1665,07 3376 1665,riverhillsccc@gmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,54,1/31/11,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,http://www.riverhillscck.com/,15 months - 12 years,"""15 months - 2 years: $79.00, 2 - 3 years: $73.00, 3 - 6 years: $73.00; 5 - 12 years BSC: $24.00, 5 - 12 years ASC: $24.00, 5 - 12 years VC: $54.00 """,6:30am - 6:30pm,T,F,F,,,F
SE-40000796,PR-00000533,School hours care,Y-West Limited Hours Care,The Young Men's Christian Association of Brisbane,76 Andaman St  ,JAMBOREE HEIGHTS,QLD,4074,733764266,,ywest@ymca.org.au, The service is approved to provide education and care to children from 24 months up to and over preschool age not including school children. This service is approved to operate for 20 hours or less a week.,30,1/1/12,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,http://www.ymcachildcare.com.au/ymca-child-care-services/limited-hours-care,2 - 5 years,"""2 - 5 years 2 hour session: $13.50, 2 - 5 years 4 hour session: $27.00""",10:45am - 2:45pm,F,F,F,,,F
SE-40000759,PR-00000533,OSHC,Y-West Vacation Care,The Young Men's Christian Association of Brisbane,76 Andaman St  ,JAMBOREE HEIGHTS,QLD,4074,733764266,732795492,ywest@ymca.org.au, This service is approved to provide education and care to children during school holidays only. This service is approved to provide education and care to children from over preschool age including school children. The service is approved under Regulation 108(5) to include an area of indoor space in calculatng the outdoor space for the purpose of Regulation 108(2) . This area is therefore excluded from the calculaton of indoor space.,100,9/17/12,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,,5 - 15 years,"""5 - 15 years: $41.50 - $56.50""",7:00am - 6:00pm,F,F,F,,,F
SE-00000384,PR-00008029,Child care,C&K Yuingi Community Child Care Centre,The Creche and Kindergarten Association Limited,Cliveden Avenue  ,OXLEY,QLD,4075,07 3278 2092,no fax facility,yuingi@candk.asn.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017.,70,8/15/10,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.candk.asn.au/yuingi,6 weeks -  5 years,"""6 weeks - 2 years: $87.40, 2 - 5 years: $85.30 + $100.00 enrolment fee""",7:00am - 6:00pm,F,F,F,,,T
SE-00000991,PR-00006557,OSHC,Camp Australia - St Aidan's Anglican Girls School OSHC,The Camp Australia Foundation Ltd,11 Ruthven Street  ,CORINDA,QLD,4075,07 3373 5944,07 3373 5971,qldstaidens@oshccampaustralia.com.au,,30,11/29/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.campaustralia.com.au/Service.aspx?s=QLDStAidansAnglicanGirlsSchool&tokenCode=A37B,5 - 12 years,"""BSC: $11.87 - $16.87, ASC: $21.96 - $26.96, VC: $51.00""","""BSC: 7:00 - 8:30am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,T
SE-00001216,PR-00000102,OSHC,Chelmer/Graceville Kids Activities Group,Chelmer Kids' Activities Group Inc,Graceville State School  44 Park Road,GRACEVILLE,QLD,4075,07 3278 2253,07 3278 2122,cgkag@bigpond.com,,150,7/1/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,5 - 12 years,,"""BSC: 7:00 - 9:00am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""",,,,,,F
SE-00001320,PR-00000165,School hours care,Chelmer-Graceville Kindergarten and Pre-School,Chelmer-Graceville Kindergarten Inc,40 Acacia Avenue  ,GRACEVILLE,QLD,4075,07 3379 3228,3379 3228,cgkindy@aapt.net.au ,,25,9/19/11,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.candk.asn.au/chelmergraceville,3.5 - 4.5 years,"""3.5 - 4.5 years: $29.00""",8:25am - 2:35pm,F,F,F,,,F
SE-00001333,PR-00000489,School hours care,Corinda Christian Kindergarten and Preschool,Corinda Christian Kindergarten & Preschool Association Inc,4 Clewley Street  ,CORINDA,QLD,4075,07 3379 6527,,admin@corindachristiankindy.asn.au,,25,4/6/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.corindachristiankindy.asn.au/,3.5 - 4.5 years,"""3.5 - 4.5 years: $700.00 per term + $100.00 enrolment fee + $20.00 waitlist fee + $20.00 portfolio fee + $100.00 maintenance fee per term + $0.50 membership fee""",8:45am - 2:45pm,F,F,F,,,F
